Id,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
1199,38,Travel_Rarely,1198,Research & Development,9,3,Medical,1,3,Male,57,3,1,Laboratory Technician,3,Single,3408,9755,6,Y,No,11,3,4,80,0,7,3,2,1,0,1,0,0
1561,48,Travel_Rarely,818,Research & Development,18,3,Life Sciences,1,4,Male,83,3,4,Manager,3,Single,1790,10036,3,Y,No,22,4,4,80,0,27,2,4,0,0,0,1,0
37,38,Travel_Rarely,874,Research & Development,2,3,Other,1,3,Male,52,2,1,Laboratory Technician,4,Married,3780,5598,1,Y,No,11,3,3,80,1,11,2,2,5,2,2,3,0
974,45,Travel_Rarely,465,Sales,9,4,Marketing,1,1,Female,85,3,3,Sales Executive,3,Married,7094,18398,7,Y,Yes,17,3,3,80,1,10,2,2,5,2,0,3,0
2531,45,Travel_Rarely,1457,Research & Development,7,3,Medical,1,1,Female,83,3,1,Research Scientist,3,Married,4477,20100,4,Y,Yes,19,3,3,80,1,7,2,2,3,2,0,2,0
983,23,Travel_Rarely,515,Research & Development,2,1,Life Sciences,1,4,Male,40,2,1,Laboratory Technician,2,Single,2935,4223,1,Y,No,12,3,4,80,0,1,2,3,1,0,0,0,0
2592,21,Travel_Frequently,251,Research & Development,10,2,Life Sciences,1,1,Female,45,2,1,Laboratory Technician,3,Single,2625,25308,1,Y,No,20,4,3,80,0,2,2,1,2,2,2,2,1
39,42,Travel_Frequently,933,Research & Development,1,4,Life Sciences,1,2,Male,71,4,5,Manager,4,Married,19033,8059,9,Y,No,14,3,1,80,1,24,1,3,20,6,0,13,0
1653,38,Travel_Rarely,1084,Sales,1,3,Life Sciences,1,1,Male,86,3,1,Sales Representative,2,Married,4876,18686,0,Y,No,12,3,4,80,1,3,3,2,2,1,2,2,0
169,45,Non-Travel,632,Research & Development,28,2,Medical,1,1,Male,65,3,2,Manufacturing Director,4,Married,7441,14862,4,Y,No,21,4,4,80,0,18,2,3,8,7,1,7,0
737,31,Travel_Rarely,334,Sales,2,4,Medical,1,4,Male,77,3,1,Sales Representative,4,Single,2625,20763,0,Y,Yes,14,3,4,80,0,4,3,4,3,2,2,2,0
2469,33,Travel_Frequently,827,Research & Development,29,4,Medical,1,1,Female,54,2,2,Research Scientist,3,Single,4508,3129,1,Y,No,22,4,2,80,0,14,4,3,13,7,3,8,1
2463,27,Non-Travel,1277,Research & Development,8,5,Life Sciences,1,1,Male,87,1,1,Laboratory Technician,3,Married,4621,5869,1,Y,No,19,3,4,80,3,3,4,3,3,2,1,2,0
1586,49,Travel_Rarely,658,Sales,4,2,Medical,1,2,Male,77,3,2,Sales Executive,3,Divorced,4227,20489,2,Y,Yes,12,3,4,80,1,7,2,3,5,3,2,4,0
634,31,Non-Travel,177,Research & Development,7,4,Medical,1,1,Male,93,2,1,Research Scientist,3,Divorced,2559,16374,3,Y,No,20,4,3,80,2,8,5,2,2,2,2,2,0
1607,48,Travel_Rarely,590,Research & Development,2,4,Life Sciences,1,2,Male,60,3,1,Research Scientist,4,Married,12504,13305,1,Y,No,12,3,4,80,1,0,3,1,0,0,0,0,0
579,48,Travel_Rarely,1445,Research & Development,2,4,Other,1,3,Female,100,3,1,Research Scientist,2,Single,3420,15919,1,Y,No,15,3,1,80,0,6,3,2,6,3,1,5,0
1845,38,Travel_Rarely,702,Sales,1,4,Life Sciences,1,1,Female,59,2,2,Sales Executive,4,Single,8686,12930,4,Y,No,22,4,3,80,0,12,2,4,8,3,0,7,0
1376,30,Non-Travel,1441,Research & Development,4,3,Medical,1,1,Male,56,3,3,Healthcare Representative,3,Married,7553,17654,1,Y,No,25,4,4,80,1,10,2,4,10,8,8,7,0
892,27,Travel_Rarely,1111,Research & Development,1,3,Medical,1,3,Male,95,3,1,Laboratory Technician,3,Single,2889,6984,1,Y,No,15,3,1,80,0,6,5,4,6,2,0,5,0
1547,38,Travel_Rarely,1123,Research & Development,6,3,Medical,1,3,Female,62,2,3,Manufacturing Director,2,Married,10475,15302,1,Y,Yes,11,3,4,80,1,20,3,3,20,8,5,17,0
780,37,Travel_Rarely,889,Research & Development,2,5,Life Sciences,1,4,Male,51,4,2,Healthcare Representative,1,Single,6538,8891,1,Y,No,12,3,4,80,0,10,3,3,10,0,7,8,0
159,32,Non-Travel,575,Research & Development,3,3,Technical Degree,1,4,Male,37,3,1,Research Scientist,4,Single,2684,22154,0,Y,No,14,3,4,80,0,2,4,3,0,0,0,0,0
2313,35,Travel_Frequently,130,Research & Development,25,4,Life Sciences,1,4,Female,96,3,1,Research Scientist,2,Divorced,2022,16612,1,Y,Yes,19,3,1,80,1,10,3,2,10,2,7,8,1
1385,37,Travel_Rarely,383,Research & Development,29,5,Medical,1,4,Female,60,3,1,Research Scientist,2,Married,2404,16192,6,Y,No,18,3,2,80,3,8,1,2,1,0,0,0,0
2113,33,Travel_Rarely,587,Research & Development,10,1,Medical,1,1,Male,38,1,1,Laboratory Technician,4,Divorced,3408,6705,7,Y,No,13,3,1,80,3,8,2,3,4,3,1,3,1
61,27,Travel_Rarely,1097,Research & Development,16,4,Life Sciences,1,4,Male,82,3,1,Research Scientist,4,Married,2362,8828,1,Y,No,14,3,2,80,1,6,1,2,6,4,1,3,0
849,32,Travel_Rarely,1334,Research & Development,6,1,Medical,1,2,Female,73,3,1,Research Scientist,4,Single,2837,12291,1,Y,No,13,3,3,80,0,1,3,3,1,0,0,0,0
1858,34,Travel_Rarely,629,Research & Development,27,2,Medical,1,4,Female,95,3,1,Research Scientist,2,Single,2311,5711,2,Y,No,15,3,4,80,0,9,3,3,3,2,1,2,0
2638,35,Travel_Frequently,482,Research & Development,4,4,Life Sciences,1,3,Male,87,3,2,Research Scientist,3,Single,4249,2690,1,Y,Yes,11,3,2,80,0,9,3,3,9,6,1,1,0
1043,22,Travel_Rarely,1018,Research & Development,9,3,Technical Degree,1,4,Male,59,3,1,Research Scientist,4,Single,2774,12127,1,Y,No,11,3,2,80,0,2,3,2,2,2,2,2,0
2276,36,Travel_Rarely,1041,Human Resources,13,3,Human Resources,1,3,Male,36,3,1,Human Resources,2,Married,2143,25527,4,Y,No,13,3,2,80,1,8,2,3,5,2,0,4,0
1849,36,Travel_Frequently,1480,Research & Development,3,2,Medical,1,4,Male,30,3,1,Laboratory Technician,2,Single,2088,15062,4,Y,No,12,3,3,80,0,13,3,2,8,7,7,2,0
1357,30,Travel_Rarely,1303,Research & Development,1,5,Technical Degree,1,2,Female,65,3,1,Research Scientist,2,Divorced,2911,16117,1,Y,Yes,16,3,2,80,3,10,1,3,10,9,8,9,0
1070,39,Travel_Rarely,1343,Research & Development,9,4,Life Sciences,1,3,Male,64,4,3,Healthcare Representative,1,Married,10415,22477,1,Y,No,18,3,3,80,1,18,2,3,10,7,9,7,0
53,33,Travel_Rarely,1434,Sales,2,3,Marketing,1,1,Male,97,3,1,Sales Representative,1,Divorced,3057,20763,3,Y,No,12,3,2,80,2,4,2,3,0,0,0,0,0
1861,53,Travel_Rarely,1084,Research & Development,13,2,Medical,1,4,Female,57,4,2,Manufacturing Director,1,Divorced,4450,26250,1,Y,No,11,3,3,80,2,5,3,3,4,2,1,3,0
505,43,Travel_Frequently,566,Research & Development,8,2,Life Sciences,1,3,Male,94,3,3,Laboratory Technician,3,Divorced,10502,9659,9,Y,No,20,4,1,80,1,18,3,3,3,2,1,2,0
752,44,Travel_Frequently,532,Research & Development,1,2,Medical,1,1,Female,81,2,5,Research Director,4,Single,1859,7160,4,Y,No,12,3,3,80,0,22,2,3,10,0,7,0,0
1657,31,Travel_Rarely,783,Research & Development,28,4,Life Sciences,1,4,Male,60,3,2,Manufacturing Director,1,Single,9852,8978,1,Y,No,11,3,2,80,0,9,2,3,9,7,1,4,0
1710,39,Travel_Rarely,895,Sales,5,3,Technical Degree,1,4,Male,56,3,2,Sales Representative,4,Married,2086,3335,3,Y,No,14,3,3,80,1,19,6,4,1,0,0,0,1
1739,50,Travel_Rarely,989,Research & Development,7,2,Medical,1,2,Female,43,2,5,Research Director,3,Divorced,18740,16701,5,Y,Yes,12,3,4,80,1,29,2,2,27,3,13,8,0
2663,39,Travel_Rarely,1498,Sales,21,4,Life Sciences,1,1,Male,44,2,2,Sales Executive,4,Married,6120,3567,3,Y,Yes,12,3,4,80,2,8,2,4,5,4,1,4,0
2732,34,Travel_Frequently,829,Research & Development,15,3,Medical,1,2,Male,71,3,4,Research Director,1,Divorced,17007,11929,7,Y,No,14,3,4,80,2,16,3,2,14,8,6,9,0
1266,41,Travel_Rarely,964,Sales,5,4,Life Sciences,1,4,Male,33,1,4,Manager,4,Married,11878,22822,3,Y,Yes,15,3,4,80,1,22,4,3,13,7,11,12,0
2247,52,Non-Travel,715,Research & Development,19,4,Medical,1,4,Male,41,3,1,Research Scientist,4,Married,4258,26589,0,Y,No,18,3,1,80,1,5,3,3,4,3,1,2,0
771,44,Travel_Rarely,587,Research & Development,21,2,Life Sciences,1,3,Male,51,2,1,Laboratory Technician,3,Married,3477,16090,1,Y,Yes,12,3,4,80,1,10,3,3,10,8,0,8,0
2562,25,Travel_Rarely,1356,Sales,10,4,Life Sciences,1,3,Male,57,3,2,Sales Executive,4,Single,4950,20623,0,Y,No,14,3,2,80,0,5,4,3,4,3,1,1,0
1937,32,Travel_Frequently,1311,Research & Development,7,3,Life Sciences,1,2,Male,100,4,1,Laboratory Technician,2,Married,2794,26062,1,Y,No,20,4,3,80,0,5,3,1,5,1,0,3,0
2525,35,Travel_Frequently,636,Research & Development,4,4,Other,1,4,Male,47,2,1,Laboratory Technician,4,Married,2376,26537,1,Y,No,13,3,2,80,1,2,2,4,2,2,2,2,0
1085,31,Travel_Rarely,945,Research & Development,9,2,Life Sciences,1,4,Male,76,3,3,Healthcare Representative,2,Single,1081,9647,3,Y,No,22,4,2,80,0,15,3,3,1,0,0,0,1
1435,45,Travel_Rarely,988,Research & Development,7,3,Life Sciences,1,3,Female,64,3,3,Manufacturing Director,4,Single,8837,19146,3,Y,No,18,3,3,80,0,28,2,3,5,3,4,4,0
1431,29,Travel_Rarely,945,Sales,1,3,Life Sciences,1,2,Male,51,3,1,Sales Representative,3,Divorced,2440,22808,1,Y,No,22,4,4,80,1,1,3,2,1,0,0,0,0
1775,58,Travel_Rarely,682,Sales,10,4,Medical,1,4,Male,37,3,4,Sales Executive,3,Single,13872,24409,0,Y,No,13,3,3,80,0,38,1,2,37,10,1,8,0
1983,32,Travel_Rarely,906,Sales,7,3,Life Sciences,1,4,Male,91,2,2,Sales Executive,3,Married,5484,16985,1,Y,No,14,3,3,80,1,13,3,2,13,8,4,8,0
1405,34,Travel_Rarely,953,Research & Development,2,4,Life Sciences,1,3,Male,92,3,2,Manufacturing Director,2,Married,6781,18103,4,Y,No,15,3,2,80,2,9,5,3,3,0,1,2,0
1432,33,Travel_Rarely,301,Sales,2,3,Marketing,1,2,Male,66,3,2,Sales Executive,3,Divorced,6804,24558,0,Y,No,19,3,3,80,1,15,3,3,14,8,7,9,0
1163,39,Travel_Frequently,849,Research & Development,8,3,Medical,1,3,Male,36,3,3,Laboratory Technician,4,Married,4227,26589,4,Y,No,15,3,1,80,3,9,3,3,2,2,2,2,1
963,21,Travel_Frequently,721,Research & Development,24,1,Life Sciences,1,2,Male,96,3,1,Laboratory Technician,4,Married,3838,17205,1,Y,No,14,3,3,80,2,5,5,3,5,2,1,2,0
1391,32,Non-Travel,1234,Sales,2,3,Life Sciences,1,4,Male,41,3,2,Sales Executive,4,Single,5309,24558,1,Y,No,12,3,4,80,0,14,2,3,14,10,10,8,0
398,31,Travel_Rarely,1475,Research & Development,7,2,Medical,1,1,Male,86,3,1,Research Scientist,1,Married,3420,12287,3,Y,Yes,11,3,3,80,1,9,2,4,5,2,0,4,0
584,28,Travel_Rarely,438,Research & Development,3,2,Other,1,4,Male,50,3,1,Laboratory Technician,1,Single,2785,17089,0,Y,Yes,15,3,3,80,0,4,2,3,3,2,1,2,0
948,35,Travel_Rarely,823,Research & Development,28,2,Technical Degree,1,3,Male,96,3,1,Research Scientist,1,Married,3033,11092,1,Y,Yes,23,4,2,80,3,6,4,1,5,4,4,3,1
704,28,Travel_Rarely,775,Research & Development,2,3,Other,1,3,Female,51,3,1,Laboratory Technician,1,Single,3629,18103,1,Y,No,11,3,4,80,0,3,3,2,3,2,0,2,0
431,36,Travel_Rarely,1202,Research & Development,9,3,Medical,1,1,Female,58,2,1,Laboratory Technician,2,Single,2351,26342,6,Y,No,12,3,3,80,0,15,2,3,1,0,0,0,1
292,33,Travel_Rarely,703,Research & Development,1,2,Medical,1,3,Male,77,3,3,Research Director,2,Single,13464,3372,6,Y,No,11,3,3,80,0,12,2,2,1,0,0,0,0
145,32,Travel_Rarely,462,Research & Development,10,4,Life Sciences,1,3,Male,71,2,2,Healthcare Representative,4,Married,6334,3010,3,Y,No,23,4,2,80,1,10,2,3,6,5,1,0,0
1735,31,Travel_Rarely,655,Research & Development,7,4,Life Sciences,1,4,Male,48,3,2,Laboratory Technician,4,Divorced,5915,9528,3,Y,No,22,4,4,80,1,10,3,2,7,7,1,7,0
1833,51,Travel_Rarely,1169,Research & Development,7,4,Medical,1,2,Male,34,2,2,Manufacturing Director,3,Married,6132,13983,2,Y,No,17,3,3,80,0,10,2,3,1,0,0,0,0
1165,40,Travel_Rarely,683,Research & Development,6,4,Other,1,1,Male,52,2,2,Laboratory Technician,3,Single,2451,16900,4,Y,No,13,3,1,80,0,11,3,3,1,0,0,1,1
2,32,Travel_Rarely,718,Sales,26,3,Marketing,1,3,Male,80,3,2,Sales Executive,4,Divorced,4627,16495,0,Y,No,17,3,4,80,2,4,3,3,3,2,1,2,0
576,36,Travel_Rarely,662,Sales,8,3,Life Sciences,1,4,Female,42,2,2,Sales Executive,3,Divorced,5647,13494,1,Y,Yes,16,3,1,80,1,7,3,2,7,7,0,6,0
2092,34,Travel_Frequently,296,Sales,6,2,Marketing,1,4,Female,33,1,1,Sales Representative,3,Divorced,2351,12253,0,Y,No,16,3,4,80,1,3,3,2,2,2,1,0,1
339,26,Travel_Rarely,996,Research & Development,1,3,Medical,1,1,Male,33,3,3,Manufacturing Director,4,Married,8726,17369,1,Y,Yes,15,3,3,80,0,9,3,3,9,5,1,7,1
1330,48,Travel_Rarely,636,Research & Development,1,3,Technical Degree,1,4,Female,51,3,1,Research Scientist,1,Married,2886,3692,2,Y,No,12,3,3,80,1,19,2,2,3,2,0,2,0
925,51,Non-Travel,1423,Research & Development,19,2,Medical,1,4,Female,52,3,2,Laboratory Technician,2,Married,4621,26314,1,Y,No,22,4,4,80,2,10,3,3,10,8,7,8,0
265,31,Travel_Rarely,117,Sales,10,4,Medical,1,3,Female,83,3,2,Sales Executive,3,Married,6118,5640,3,Y,No,13,3,4,80,1,9,2,3,4,3,1,2,0
376,32,Travel_Rarely,1316,Research & Development,6,3,Life Sciences,1,4,Male,60,3,1,Research Scientist,4,Married,2342,26427,1,Y,Yes,14,3,1,80,1,2,1,3,2,2,2,2,0
1558,38,Travel_Rarely,252,Research & Development,2,1,Medical,1,4,Male,78,3,1,Research Scientist,4,Married,1878,6670,1,Y,Yes,19,3,3,80,1,1,0,3,1,0,0,0,0
271,53,Non-Travel,945,Research & Development,6,4,Medical,1,2,Female,83,2,5,Research Scientist,4,Married,19859,20948,7,Y,No,13,3,1,80,2,32,2,2,4,3,1,2,0
696,26,Non-Travel,1168,Research & Development,2,3,Life Sciences,1,4,Male,56,3,2,Laboratory Technician,4,Married,5772,20440,0,Y,No,18,3,2,80,0,10,3,2,9,7,0,7,0
1947,55,Travel_Rarely,452,Research & Development,1,3,Medical,1,4,Male,81,3,5,Manager,1,Single,19045,18938,0,Y,Yes,14,3,3,80,0,37,2,3,36,10,4,13,0
244,36,Travel_Rarely,829,Research & Development,2,3,Medical,1,3,Male,91,3,3,Research Director,4,Married,13664,15901,1,Y,No,14,3,3,80,1,8,4,4,6,5,1,4,0
2033,42,Travel_Rarely,1332,Research & Development,2,4,Other,1,1,Male,98,2,2,Healthcare Representative,4,Single,6781,17078,3,Y,No,23,4,2,80,0,14,6,3,1,0,0,0,0
476,27,Travel_Rarely,1226,Sales,8,2,Technical Degree,1,1,Female,87,3,1,Sales Representative,4,Single,2308,9558,1,Y,No,23,4,4,80,0,9,2,3,9,7,0,8,0
2057,24,Travel_Rarely,1371,Sales,10,4,Marketing,1,4,Female,77,3,2,Sales Executive,3,Divorced,4260,5915,1,Y,Yes,12,3,4,80,1,5,2,4,5,2,0,3,0
2510,27,Travel_Rarely,199,Research & Development,6,3,Life Sciences,1,4,Male,55,2,1,Research Scientist,3,Married,2539,7950,1,Y,No,13,3,3,80,1,4,0,3,4,2,2,2,0
1546,34,Travel_Rarely,1176,Research & Development,8,4,Life Sciences,1,3,Female,65,2,1,Research Scientist,3,Divorced,2782,20763,1,Y,No,13,3,4,80,1,6,3,3,6,0,1,4,0
1763,23,Travel_Rarely,541,Sales,2,1,Technical Degree,1,3,Male,62,3,1,Sales Representative,1,Divorced,2322,9518,3,Y,No,13,3,3,80,1,3,3,3,0,0,0,0,0
2095,26,Travel_Rarely,1349,Research & Development,23,3,Life Sciences,1,1,Female,90,3,1,Research Scientist,4,Divorced,2886,3032,1,Y,No,22,4,2,80,2,3,3,1,3,2,0,2,0
1611,30,Travel_Rarely,1261,Research & Development,19,4,Life Sciences,1,4,Male,94,3,1,Research Scientist,3,Married,2387,9129,1,Y,No,12,3,1,80,3,6,2,2,6,2,0,4,0
1563,33,Travel_Frequently,1234,Research & Development,12,1,Medical,1,1,Female,81,3,2,Healthcare Representative,4,Divorced,5346,23844,4,Y,No,20,4,1,80,2,8,3,4,4,2,0,2,0
250,54,Travel_Rarely,699,Research & Development,4,2,Life Sciences,1,4,Female,42,3,4,Manager,4,Married,17099,7636,4,Y,No,24,4,1,80,1,26,2,3,13,11,4,6,0
413,28,Travel_Frequently,906,Research & Development,8,3,Life Sciences,1,3,Male,82,3,1,Research Scientist,4,Divorced,2194,12124,1,Y,No,13,3,2,80,1,5,2,3,5,3,0,4,0
2037,57,Travel_Rarely,593,Research & Development,1,4,Medical,1,4,Male,88,3,2,Healthcare Representative,3,Married,6755,2967,2,Y,No,11,3,3,80,0,15,2,3,3,2,1,2,0
1193,46,Travel_Rarely,933,Research & Development,10,2,Other,1,1,Male,42,3,3,Healthcare Representative,3,Divorced,7991,19588,9,Y,Yes,13,3,1,80,1,9,3,3,4,3,1,0,0
2590,45,Travel_Rarely,1449,Sales,2,3,Marketing,1,1,Female,94,1,5,Manager,2,Single,18824,2493,2,Y,Yes,16,3,1,80,0,26,2,3,24,10,1,11,1
310,34,Travel_Frequently,1255,Research & Development,2,3,Other,1,1,Male,35,2,1,Laboratory Technician,2,Single,2432,11924,0,Y,No,13,3,4,80,0,10,2,3,9,8,0,7,0
893,41,Travel_Rarely,490,Research & Development,10,3,Medical,1,1,Male,54,3,1,Research Scientist,4,Single,3291,23910,1,Y,No,11,3,4,80,0,1,3,3,1,0,0,0,0
1131,29,Travel_Frequently,719,Research & Development,1,2,Life Sciences,1,3,Male,43,1,3,Manufacturing Director,4,Married,7587,4381,1,Y,Yes,18,3,2,80,2,10,3,3,10,9,1,9,0
2652,55,Travel_Rarely,267,Sales,13,4,Marketing,1,1,Male,85,4,4,Sales Executive,3,Single,13695,9277,6,Y,Yes,17,3,3,80,0,24,2,2,19,7,3,8,1
15,39,Travel_Frequently,640,Research & Development,25,4,Medical,1,1,Male,81,3,2,Research Scientist,3,Single,4449,6194,1,Y,No,21,4,3,80,0,20,2,2,20,9,6,10,0
2125,40,Travel_Rarely,302,Research & Development,6,3,Life Sciences,1,2,Female,75,3,4,Manufacturing Director,3,Single,13237,20364,7,Y,No,15,3,3,80,0,22,3,3,20,6,5,13,0
721,37,Travel_Frequently,1002,Research & Development,2,4,Life Sciences,1,1,Male,62,3,2,Manufacturing Director,4,Single,5593,4235,3,Y,Yes,13,3,1,80,0,10,2,1,6,4,1,4,0
2403,31,Travel_Frequently,853,Research & Development,1,1,Life Sciences,1,3,Female,96,3,2,Manufacturing Director,1,Married,4148,11275,1,Y,No,12,3,3,80,1,4,1,3,4,3,0,3,0
981,59,Travel_Rarely,1469,Research & Development,3,3,Medical,1,3,Female,45,4,2,Laboratory Technician,1,Single,2370,23522,2,Y,Yes,18,3,3,80,0,4,3,3,2,2,2,0,0
2308,44,Travel_Rarely,986,Research & Development,8,4,Life Sciences,1,1,Male,62,4,1,Laboratory Technician,4,Married,2818,5044,2,Y,Yes,24,4,3,80,1,10,2,2,3,2,0,2,0
2206,38,Travel_Rarely,827,Research & Development,1,4,Life Sciences,1,2,Female,33,4,2,Healthcare Representative,4,Single,7625,19383,0,Y,No,13,3,3,80,0,10,4,2,9,7,1,8,0
363,40,Travel_Rarely,583,Research & Development,2,4,Medical,1,2,Female,44,3,3,Manufacturing Director,4,Single,7143,5855,1,Y,No,19,3,4,80,0,20,3,3,20,11,11,8,0
1672,30,Travel_Rarely,945,Sales,1,3,Life Sciences,1,4,Female,73,3,3,Sales Executive,3,Single,8722,14255,1,Y,No,19,3,2,80,0,10,2,4,10,0,0,8,0
182,31,Travel_Rarely,829,Sales,14,3,Life Sciences,1,3,Male,89,3,1,Sales Representative,2,Divorced,2559,17536,6,Y,No,21,4,2,80,1,3,5,2,1,0,0,0,0
985,36,Travel_Rarely,836,Sales,6,3,Life Sciences,1,1,Male,92,4,2,Sales Executive,3,Married,8966,20652,0,Y,Yes,12,3,4,80,3,9,2,3,8,7,3,7,0
1667,28,Travel_Rarely,207,Research & Development,1,2,Medical,1,4,Female,66,1,1,Laboratory Technician,3,Single,2207,26204,1,Y,No,12,3,2,80,0,3,5,3,3,2,1,2,0
1194,41,Travel_Rarely,1339,Human Resources,8,4,Life Sciences,1,4,Female,59,4,3,Manager,4,Married,10048,20003,4,Y,Yes,17,3,4,80,0,10,3,4,1,0,0,0,0
1477,37,Travel_Rarely,465,Research & Development,5,2,Life Sciences,1,3,Male,51,3,2,Healthcare Representative,2,Single,5660,18300,2,Y,No,15,3,2,80,0,10,2,2,5,2,0,4,0
1933,42,Travel_Rarely,269,Research & Development,2,3,Medical,1,4,Female,56,2,1,Laboratory Technician,1,Divorced,2593,8007,0,Y,Yes,11,3,3,80,1,10,4,3,9,6,7,8,0
1121,30,Travel_Rarely,1480,Research & Development,27,4,Other,1,3,Male,90,2,2,Healthcare Representative,4,Married,4640,21816,0,Y,Yes,22,4,3,80,1,4,4,3,3,2,1,2,0
187,36,Travel_Frequently,622,Research & Development,6,4,Life Sciences,1,4,Male,79,3,2,Healthcare Representative,2,Married,6389,21143,8,Y,Yes,15,3,4,80,1,9,3,3,0,0,0,0,1
619,32,Travel_Frequently,1111,Research & Development,5,3,Medical,1,3,Female,34,3,3,Manufacturing Director,3,Single,9998,19293,4,Y,No,18,3,3,80,0,9,2,3,3,2,0,2,0
1351,44,Travel_Rarely,891,Research & Development,1,4,Other,1,2,Male,90,3,1,Research Scientist,3,Married,2345,15669,6,Y,No,21,4,3,80,0,12,3,3,6,4,0,5,0
1175,41,Non-Travel,920,Research & Development,1,4,Life Sciences,1,1,Male,60,3,2,Healthcare Representative,4,Divorced,6687,10261,1,Y,No,20,4,4,80,2,14,2,2,14,8,5,11,0
1747,59,Travel_Frequently,1225,Sales,1,1,Life Sciences,1,1,Female,57,2,2,Sales Executive,3,Single,5473,24668,7,Y,No,11,3,4,80,0,20,2,2,4,3,1,3,0
1972,42,Travel_Frequently,555,Sales,26,3,Marketing,1,3,Female,77,3,4,Sales Executive,2,Married,13525,14864,5,Y,No,14,3,4,80,1,23,2,4,20,4,4,8,0
614,33,Travel_Rarely,119,Sales,1,3,Medical,1,3,Male,51,4,2,Sales Executive,2,Married,4327,10205,0,Y,No,14,3,4,80,1,5,3,3,4,2,0,2,0
1803,58,Travel_Rarely,147,Research & Development,23,4,Medical,1,4,Female,94,3,3,Healthcare Representative,4,Married,10312,3465,1,Y,No,12,3,4,80,1,40,3,2,40,10,15,6,1
994,41,Travel_Rarely,942,Sales,3,2,Life Sciences,1,4,Male,81,2,2,Sales Executive,4,Single,6146,3356,2,Y,No,14,3,3,80,0,10,2,3,7,7,7,5,0
934,38,Travel_Rarely,836,Sales,2,1,Medical,1,4,Female,90,3,3,Sales Executive,4,Married,1081,15276,5,Y,No,15,3,3,80,2,15,5,3,0,0,0,0,0
371,35,Travel_Rarely,495,Research & Development,4,4,Life Sciences,1,4,Female,66,2,2,Healthcare Representative,3,Divorced,6811,23457,1,Y,No,11,3,2,80,1,10,3,3,10,7,0,6,0
1610,38,Travel_Rarely,541,Sales,1,4,Medical,1,3,Female,64,3,3,Sales Executive,2,Married,10248,17251,2,Y,No,17,3,3,80,0,19,0,2,1,0,0,0,0
1980,31,Travel_Rarely,218,Sales,7,3,Technical Degree,1,2,Male,100,4,2,Sales Executive,4,Married,6929,12241,4,Y,No,11,3,2,80,1,10,3,2,8,7,7,7,0
593,37,Travel_Frequently,874,Research & Development,11,3,Medical,1,3,Male,82,3,1,Research Scientist,4,Married,2145,17616,4,Y,Yes,14,3,4,80,1,8,3,3,6,3,0,3,0
726,26,Travel_Rarely,663,Research & Development,6,3,Technical Degree,1,3,Female,56,3,1,Research Scientist,3,Divorced,3196,6462,5,Y,No,14,3,1,80,1,8,6,1,6,4,0,5,0
826,51,Travel_Frequently,1396,Research & Development,5,3,Life Sciences,1,1,Female,34,2,1,Research Scientist,1,Single,2662,7975,1,Y,No,18,3,4,80,0,10,4,2,10,7,0,7,0
687,35,Travel_Rarely,984,Research & Development,2,4,Other,1,2,Male,81,4,2,Laboratory Technician,2,Married,4037,7246,0,Y,No,15,3,4,80,1,12,3,3,9,7,7,7,0
1993,49,Travel_Rarely,1091,Research & Development,1,2,Technical Degree,1,3,Female,90,2,4,Healthcare Representative,3,Single,13964,17810,7,Y,Yes,12,3,4,80,0,25,2,3,7,1,0,7,0
136,51,Travel_Rarely,1323,Research & Development,7,4,Life Sciences,1,2,Male,73,3,3,Research Director,3,Married,13582,17381,1,Y,No,20,4,2,80,1,16,2,1,16,13,2,11,0
628,25,Travel_Frequently,726,Research & Development,29,1,Life Sciences,1,4,Female,96,3,1,Research Scientist,3,Single,3445,23779,2,Y,No,12,3,2,80,0,5,4,3,3,2,0,2,0
334,41,Travel_Frequently,350,Research & Development,22,3,Life Sciences,1,4,Male,32,2,2,Manufacturing Director,2,Married,4332,21029,1,Y,No,22,4,3,80,1,20,2,3,20,6,4,16,0
1778,32,Travel_Rarely,827,Research & Development,1,1,Life Sciences,1,4,Male,71,3,1,Research Scientist,1,Single,2956,15178,1,Y,No,13,3,4,80,0,1,2,3,1,0,0,0,0
2100,30,Non-Travel,1398,Sales,22,4,Other,1,3,Female,69,3,3,Sales Executive,1,Married,8412,2890,0,Y,No,11,3,3,80,0,10,3,3,9,8,7,8,0
1109,46,Travel_Frequently,723,Research & Development,2,2,Medical,1,1,Male,82,2,3,Healthcare Representative,2,Divorced,7880,10893,4,Y,No,13,3,2,80,1,12,3,3,9,6,0,7,0
1449,25,Travel_Rarely,363,Research & Development,3,1,Life Sciences,1,3,Female,72,3,2,Manufacturing Director,4,Married,5160,21526,1,Y,Yes,12,3,3,80,1,6,3,2,6,2,1,2,0
